284=972	972	972	972	972	972	972	972	972	972	972	972	972	972	0	972	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	
287=972	972	972	972	972	972	972	972	972	972	972	972	972	972	0	972	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	
290=4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	0	3888	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
293=4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	0	3888	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
296=4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	0	4374	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
299=4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	0	4374	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
302=3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	0	3888	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
305=3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	4374	3888	3888	4374	0	3888	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
308=3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	0	4374	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
311=3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	3888	4374	0	4374	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	972	
314=270	216	216	216	270	216	216	216	270	216	216	216	270	216	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
317=270	216	216	216	270	216	216	216	270	216	216	216	270	216	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
320=216	270	216	216	216	270	216	216	216	270	216	216	216	270	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
323=216	270	216	216	216	270	216	216	216	270	216	216	216	270	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
326=216	216	270	216	216	216	270	216	216	216	270	216	216	216	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
329=216	216	270	216	216	216	270	216	216	216	270	216	216	216	0	216	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
332=216	216	216	270	216	216	216	270	216	216	216	270	216	216	0	270	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
335=216	216	216	270	216	216	216	270	216	216	216	270	216	216	0	270	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	
338=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	270	216	216	216	270	216	216	216	270	216	216	216	270	216	216	216	
341=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	270	216	216	216	270	216	216	216	270	216	216	216	270	216	216	216	
344=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	270	216	216	216	270	216	216	216	270	216	216	216	270	216	216	
347=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	270	216	216	216	270	216	216	216	270	216	216	216	270	216	216	
350=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	216	270	216	216	216	270	216	216	216	270	216	216	216	270	216	
353=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	216	270	216	216	216	270	216	216	216	270	216	216	216	270	216	
356=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	216	216	270	216	216	216	270	216	216	216	270	216	216	216	270	
359=54	54	54	54	54	54	54	54	54	54	54	54	54	54	0	54	216	216	216	270	216	216	216	270	216	216	216	270	216	216	216	270	
362=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
363=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
364=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
365=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
366=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
367=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
368=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
369=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
370=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
371=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
372=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
373=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
374=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
375=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
376=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
377=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
378=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
379=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
380=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
381=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
382=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
383=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
384=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
385=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
386=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
387=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
388=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
389=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
390=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
391=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
392=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
393=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
394=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
395=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
396=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
397=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
398=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
399=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
400=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
401=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
402=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
403=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
404=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
405=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
406=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
407=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
408=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
409=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
410=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
411=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
412=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
413=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
414=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
415=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
416=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
417=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
418=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
419=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
420=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
421=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
422=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
423=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
424=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
425=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
426=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
429=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	
432=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
435=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	
438=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
441=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	
444=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
447=486	486	486	486	486	486	486	486	486	486	486	486	486	486	0	486	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	
450=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
453=2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
456=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
459=2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
462=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
465=1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	2187	1944	1944	2187	0	1944	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
468=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
471=1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	1944	2187	0	2187	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	486	
474=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
477=135	108	108	108	135	108	108	108	135	108	108	108	135	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
480=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
483=108	135	108	108	108	135	108	108	108	135	108	108	108	135	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
486=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
489=108	108	135	108	108	108	135	108	108	108	135	108	108	108	0	108	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
492=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
495=108	108	108	135	108	108	108	135	108	108	108	135	108	108	0	135	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	
498=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
501=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	
504=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
507=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	108	
510=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
513=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	108	
516=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
519=27	27	27	27	27	27	27	27	27	27	27	27	27	27	0	27	108	108	108	135	108	108	108	135	108	108	108	135	108	108	108	135	
522=324	324	324	324	324	324	324	324	324	324	324	324	324	324	0	324	1458	1296	1458	1296	1458	1296	1458	1296	1458	1296	1458	1296	1458	1296	1458	1296	
